BSCS5B,12184,SS'2',COLUMN-3, Chair No - 8
BSCS5B,12188,SS'2',COLUMN-3, Chair No - 7
BSCS5B,12190,SS'2',COLUMN-3, Chair No - 6
BSCS5B,12191,SS'2',COLUMN-3, Chair No - 5
BSCS5B,12192,SS'2',COLUMN-3, Chair No - 4
BSCS5B,12195,SS'2',COLUMN-3, Chair No - 3
BSCS5B,12197,SS'2',COLUMN-3, Chair No - 2
BSCS5B,12198,SS'2',COLUMN-3, Chair No - 1
BSCS1B,cs-242178,SS'2',COLUMN-4, Chair No - 8
BSCS1B,cs-242180,SS'2',COLUMN-4, Chair No - 7
BSCS1B,cs-242181,SS'2',COLUMN-4, Chair No - 6
BSCS1B,cs-242182,SS'2',COLUMN-4, Chair No - 5
BSCS1B,cs-242183,SS'2',COLUMN-4, Chair No - 4
BSCS1B,cs-242184,SS'2',COLUMN-4, Chair No - 3
BSCS1B,cs-242185,SS'2',COLUMN-4, Chair No - 2
BSCS1B,cs-242186,SS'2',COLUMN-4, Chair No - 1
BSSE5A,12317,SS'2',COLUMN-5, Chair No - 8
BSSE5A,12318,SS'2',COLUMN-5, Chair No - 7
BSSE5A,12319,SS'2',COLUMN-5, Chair No - 6
BSSE5A,12321,SS'2',COLUMN-5, Chair No - 5
BSSE5A,12322,SS'2',COLUMN-5, Chair No - 4
BSSE5A,12323,SS'2',COLUMN-5, Chair No - 3
BSSE5A,12324,SS'2',COLUMN-5, Chair No - 2
BSSE5A,12326,SS'2',COLUMN-5, Chair No - 1
BSSE1D,se-242551,G'25',COLUMN-1, Chair No - 8
BSSE1D,se-242552,G'25',COLUMN-1, Chair No - 7
BSSE1D,se-242553,G'25',COLUMN-1, Chair No - 6
BSSE1D,se-242555,G'25',COLUMN-1, Chair No - 5
BSSE1D,se-242556,G'25',COLUMN-1, Chair No - 4
BSSE1D,se-242557,G'25',COLUMN-1, Chair No - 3
BSSE1D,se-242558,G'25',COLUMN-1, Chair No - 2
BSSE1D,se-242559,G'25',COLUMN-1, Chair No - 1
BSSE1E,se-242596,G'25',COLUMN-2, Chair No - 8
BSSE1E,se-242597,G'25',COLUMN-2, Chair No - 7
BSSE1E,se-242598,G'25',COLUMN-2, Chair No - 6
BSSE1E,se-242599,G'25',COLUMN-2, Chair No - 5
BSSE1E,se-242600,G'25',COLUMN-2, Chair No - 4
BSSE1E,se-242601,G'25',COLUMN-2, Chair No - 3
